message_id,message_text,label,scam_type,platform,contains_link,btc_address_present,urgency_level,promised_return_pct,sentiment_score,message_length,created_at
MSG09189,Blockchain technology explained in simple terms.,legit,none,Discord,No,No,medium,,0.073,48,2024-01-07 19:38:00
MSG09190,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,Twitter,No,Yes,medium,,-0.876,47,2024-08-19 06:46:00
MSG09191,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,medium,,-0.371,48,2024-11-15 12:11:00
MSG09192,Invest now and double your Bitcoin in 24 hours.,scam,phishing,Email,No,No,medium,50.0,0.525,47,2024-07-09 21:31:00
MSG09193,Elon Musk BTC giveaway! Limited time offer.,scam,ponzi,Telegram,No,No,low,200.0,0.543,43,2024-09-07 08:37:00
MSG09194,Tips for long-term crypto investment.,legit,none,Discord,No,No,low,,0.429,37,2024-06-15 04:50:00
MSG09195,How to secure your crypto wallet effectively.,legit,none,Email,No,No,high,,0.747,45,2024-08-09 13:09:00
MSG09196,Blockchain technology explained in simple terms.,legit,none,Email,No,No,low,,0.148,48,2024-04-25 22:05:00
MSG09197,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,WhatsApp,No,No,medium,200.0,-0.765,43,2024-10-12 15:35:00
MSG09198,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,low,,-0.791,47,2024-06-25 14:00:00
MSG09199,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,Twitter,No,Yes,high,200.0,0.317,47,2024-12-01 20:19:00
MSG09200,Tips for long-term crypto investment.,legit,none,Telegram,No,No,low,,0.149,37,2024-11-24 04:16:00
MSG09201,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,Discord,No,No,low,,0.712,43,2024-05-16 03:40:00
MSG09202,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,ponzi,Email,Yes,No,medium,200.0,-0.993,69,2024-01-02 08:37:00
MSG09203,Invest now and double your Bitcoin in 24 hours.,scam,ponzi,Twitter,No,Yes,low,100.0,0.482,47,2024-04-23 21:46:00
MSG09204,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,impersonation,Discord,No,No,medium,,-0.474,43,2024-03-24 18:30:00
MSG09205,How to secure your crypto wallet effectively.,legit,none,Email,No,No,low,,-0.179,45,2024-03-16 20:00:00
MSG09206,Elon Musk BTC giveaway! Limited time offer.,scam,giveaway,Telegram,No,Yes,high,200.0,0.522,43,2024-01-24 10:13:00
MSG09207,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,low,,0.52,48,2024-03-25 09:23:00
MSG09208,Blockchain technology explained in simple terms.,legit,none,Twitter,No,No,high,,0.965,48,2024-07-24 12:08:00
MSG09209,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,investment,Discord,Yes,No,medium,,-0.659,69,2024-02-29 23:42:00
MSG09210,Latest Bitcoin market update and trends.,legit,none,Email,No,No,high,,-0.459,40,2024-12-21 17:04:00
MSG09211,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,medium,,-0.896,48,2024-12-10 17:39:00
MSG09212,Blockchain technology explained in simple terms.,legit,none,Twitter,No,No,low,,-0.032,48,2024-06-10 08:46:00
MSG09213,Latest Bitcoin market update and trends.,legit,none,Discord,No,No,low,,0.653,40,2024-02-29 15:01:00
MSG09214,Bitcoin price shows strong resistance near 65k.,legit,none,Telegram,No,No,high,,0.96,47,2024-03-19 07:16:00
MSG09215,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,impersonation,Telegram,No,No,high,200.0,0.371,43,2024-09-22 17:48:00
MSG09216,Urgent: Your wallet is compromised. Verify immediately.,scam,impersonation,Twitter,No,Yes,high,200.0,0.77,55,2024-11-22 14:11:00
MSG09217,Blockchain technology explained in simple terms.,legit,none,Twitter,No,No,low,,-0.128,48,2024-12-05 12:10:00
MSG09218,Latest Bitcoin market update and trends.,legit,none,Email,No,No,high,,-0.103,40,2024-07-09 00:44:00
MSG09219,How to secure your crypto wallet effectively.,legit,none,Twitter,No,No,high,,-0.307,45,2024-03-21 04:02:00
MSG09220,Tips for long-term crypto investment.,legit,none,Twitter,No,No,medium,,0.025,37,2024-02-27 00:55:00
MSG09221,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,low,,0.813,48,2024-02-12 19:17:00
MSG09222,Latest Bitcoin market update and trends.,legit,none,WhatsApp,No,No,high,,-0.779,40,2024-10-25 04:36:00
MSG09223,Invest now and double your Bitcoin in 24 hours.,scam,ponzi,Twitter,No,No,high,50.0,0.607,47,2024-10-02 00:40:00
MSG09224,Latest Bitcoin market update and trends.,legit,none,Twitter,No,No,high,,0.405,40,2024-02-26 08:09:00
MSG09225,Blockchain technology explained in simple terms.,legit,none,Email,No,No,high,,-0.889,48,2024-11-24 05:20:00
MSG09226,Invest now and double your Bitcoin in 24 hours.,scam,investment,Discord,No,No,low,200.0,0.913,47,2024-04-26 04:37:00
MSG09227,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,Discord,No,Yes,medium,100.0,-0.386,55,2024-07-18 22:41:00
MSG09228,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,high,,-0.33,45,2024-08-15 18:22:00
MSG09229,Bitcoin price shows strong resistance near 65k.,legit,none,Discord,No,No,medium,,-0.095,47,2024-12-21 17:22:00
MSG09230,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,Telegram,No,No,high,,0.685,43,2024-02-19 21:38:00
MSG09231,Invest now and double your Bitcoin in 24 hours.,scam,giveaway,Telegram,No,No,medium,50.0,0.107,47,2024-10-13 01:00:00
MSG09232,Urgent: Your wallet is compromised. Verify immediately.,scam,giveaway,WhatsApp,No,No,low,50.0,0.928,55,2024-05-10 03:24:00
MSG09233,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,Email,No,No,medium,200.0,-0.82,43,2024-06-08 12:59:00
MSG09234,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,WhatsApp,No,Yes,medium,,-0.807,47,2024-03-15 04:07:00
MSG09235,Tips for long-term crypto investment.,legit,none,Discord,No,No,medium,,-0.737,37,2024-09-21 17:59:00
MSG09236,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,medium,,0.509,47,2024-03-18 08:18:00
MSG09237,Latest Bitcoin market update and trends.,legit,none,Email,No,No,low,,-0.639,40,2024-11-28 00:57:00
MSG09238,Bitcoin price shows strong resistance near 65k.,legit,none,WhatsApp,No,No,high,,-0.48,47,2024-11-04 03:16:00
MSG09239,Urgent: Your wallet is compromised. Verify immediately.,scam,impersonation,Email,No,No,low,100.0,-0.633,55,2024-03-02 01:49:00
MSG09240,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,medium,,0.166,45,2024-11-24 13:54:00
MSG09241,Latest Bitcoin market update and trends.,legit,none,Email,No,No,medium,,-0.17,40,2024-02-23 15:35:00
MSG09242,Bitcoin price shows strong resistance near 65k.,legit,none,Telegram,No,No,medium,,0.216,47,2024-11-20 13:59:00
MSG09243,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,Email,No,No,high,50.0,-0.758,55,2024-06-29 14:44:00
MSG09244,Tips for long-term crypto investment.,legit,none,Twitter,No,No,low,,0.165,37,2024-10-02 14:47:00
MSG09245,Tips for long-term crypto investment.,legit,none,Twitter,No,No,low,,0.575,37,2024-04-26 09:12:00
MSG09246,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,Telegram,No,No,low,200.0,0.62,43,2024-03-02 08:18:00
MSG09247,How to secure your crypto wallet effectively.,legit,none,Email,No,No,low,,0.627,45,2024-06-14 16:00:00
MSG09248,Latest Bitcoin market update and trends.,legit,none,WhatsApp,No,No,high,,0.503,40,2024-07-28 06:14:00
MSG09249,Invest now and double your Bitcoin in 24 hours.,scam,giveaway,WhatsApp,No,No,medium,200.0,-0.037,47,2024-08-03 19:31:00
MSG09250,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,Email,No,No,low,100.0,0.904,43,2024-09-23 05:11:00
MSG09251,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,Discord,No,No,low,200.0,0.374,47,2024-01-31 22:22:00
MSG09252,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Discord,Yes,No,medium,,-0.028,69,2024-10-07 12:07:00
MSG09253,Urgent: Your wallet is compromised. Verify immediately.,scam,investment,Telegram,No,Yes,high,50.0,0.165,55,2024-06-04 05:42:00
MSG09254,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,low,,0.806,48,2024-08-13 22:30:00
MSG09255,Tips for long-term crypto investment.,legit,none,Email,No,No,medium,,0.879,37,2024-07-16 10:20:00
MSG09256,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Twitter,Yes,No,low,,-0.234,69,2024-02-01 00:43:00
MSG09257,Latest Bitcoin market update and trends.,legit,none,Discord,No,No,low,,-0.46,40,2024-06-27 13:51:00
MSG09258,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,WhatsApp,No,Yes,low,50.0,0.88,43,2024-06-10 16:08:00
MSG09259,Tips for long-term crypto investment.,legit,none,WhatsApp,No,No,high,,0.96,37,2024-02-07 07:33:00
MSG09260,Invest now and double your Bitcoin in 24 hours.,scam,ponzi,Email,No,Yes,high,100.0,0.025,47,2024-07-19 17:30:00
MSG09261,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,Twitter,No,Yes,high,,0.682,55,2024-07-15 07:43:00
MSG09262,Elon Musk BTC giveaway! Limited time offer.,scam,phishing,Twitter,No,No,medium,50.0,0.08,43,2024-07-12 04:29:00
MSG09263,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,ponzi,Twitter,No,No,high,200.0,-0.509,43,2024-01-04 06:47:00
MSG09264,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,Discord,No,No,high,50.0,-0.726,43,2024-02-17 05:45:00
MSG09265,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,Twitter,No,No,medium,100.0,0.223,43,2024-08-25 22:05:00
MSG09266,Bitcoin price shows strong resistance near 65k.,legit,none,WhatsApp,No,No,medium,,0.948,47,2024-08-13 06:26:00
MSG09267,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,medium,,-0.268,47,2024-01-18 21:30:00
MSG09268,Invest now and double your Bitcoin in 24 hours.,scam,giveaway,Email,No,No,low,100.0,-0.813,47,2024-12-09 13:14:00
MSG09269,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,Email,Yes,No,high,200.0,0.195,69,2024-04-08 10:05:00
MSG09270,Tips for long-term crypto investment.,legit,none,Telegram,No,No,high,,-0.751,37,2024-04-22 04:52:00
MSG09271,Tips for long-term crypto investment.,legit,none,Twitter,No,No,high,,0.802,37,2024-12-23 00:56:00
MSG09272,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,WhatsApp,Yes,No,low,200.0,-0.671,69,2024-07-02 20:28:00
MSG09273,How to secure your crypto wallet effectively.,legit,none,Telegram,No,No,high,,-0.027,45,2024-01-31 04:49:00
MSG09274,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,medium,,0.932,48,2024-07-22 08:05:00
MSG09275,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,WhatsApp,No,No,low,50.0,0.806,43,2024-07-27 15:59:00
MSG09276,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,ponzi,Telegram,No,Yes,low,100.0,0.493,43,2024-04-25 11:39:00
MSG09277,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Telegram,Yes,No,high,200.0,-0.339,69,2024-03-14 00:54:00
MSG09278,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,Telegram,No,No,medium,,0.64,55,2024-06-08 10:42:00
MSG09279,Tips for long-term crypto investment.,legit,none,Discord,No,No,high,,-0.833,37,2024-03-01 17:38:00
MSG09280,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,medium,,-0.781,48,2024-05-04 04:46:00
MSG09281,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,Discord,No,No,low,50.0,0.026,43,2024-06-14 22:00:00
MSG09282,Bitcoin price shows strong resistance near 65k.,legit,none,Discord,No,No,low,,0.177,47,2024-07-09 14:14:00
MSG09283,Bitcoin price shows strong resistance near 65k.,legit,none,Discord,No,No,low,,0.222,47,2024-10-23 17:43:00
MSG09284,Elon Musk BTC giveaway! Limited time offer.,scam,ponzi,Email,No,Yes,medium,100.0,-0.313,43,2024-08-14 23:01:00
MSG09285,Urgent: Your wallet is compromised. Verify immediately.,scam,investment,Telegram,No,Yes,high,200.0,0.843,55,2024-12-22 06:22:00
MSG09286,Latest Bitcoin market update and trends.,legit,none,Discord,No,No,low,,-0.673,40,2024-06-17 07:22:00
MSG09287,Blockchain technology explained in simple terms.,legit,none,Discord,No,No,low,,-0.594,48,2024-09-14 00:59:00
MSG09288,Elon Musk BTC giveaway! Limited time offer.,scam,giveaway,WhatsApp,No,No,low,50.0,0.938,43,2024-05-22 15:33:00
MSG09289,Bitcoin price shows strong resistance near 65k.,legit,none,WhatsApp,No,No,medium,,-0.569,47,2024-04-15 15:34:00
MSG09290,Urgent: Your wallet is compromised. Verify immediately.,scam,investment,WhatsApp,No,Yes,high,200.0,-0.11,55,2024-09-13 07:32:00
MSG09291,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,investment,WhatsApp,Yes,No,medium,,-0.277,69,2024-03-04 05:51:00
MSG09292,How to secure your crypto wallet effectively.,legit,none,Telegram,No,No,low,,-0.268,45,2024-05-01 12:42:00
MSG09293,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,Twitter,No,No,high,100.0,-0.774,55,2024-02-10 01:46:00
MSG09294,Blockchain technology explained in simple terms.,legit,none,Twitter,No,No,low,,0.791,48,2024-11-17 05:01:00
MSG09295,How to secure your crypto wallet effectively.,legit,none,Twitter,No,No,high,,0.27,45,2024-04-03 06:16:00
MSG09296,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,medium,,-0.543,47,2024-05-07 09:26:00
MSG09297,Latest Bitcoin market update and trends.,legit,none,Twitter,No,No,medium,,0.078,40,2024-10-28 08:20:00
MSG09298,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,WhatsApp,No,No,high,200.0,0.613,43,2024-10-23 18:24:00
MSG09299,Tips for long-term crypto investment.,legit,none,Discord,No,No,high,,0.71,37,2024-08-15 17:36:00
MSG09300,Invest now and double your Bitcoin in 24 hours.,scam,phishing,Discord,No,No,high,100.0,0.148,47,2024-02-28 21:39:00
MSG09301,Bitcoin price shows strong resistance near 65k.,legit,none,Telegram,No,No,high,,0.872,47,2024-08-10 05:38:00
MSG09302,Tips for long-term crypto investment.,legit,none,Telegram,No,No,medium,,-0.972,37,2024-06-27 06:33:00
MSG09303,Latest Bitcoin market update and trends.,legit,none,Email,No,No,low,,-0.743,40,2024-10-09 22:36:00
MSG09304,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,Telegram,No,Yes,high,50.0,-0.89,47,2024-02-29 12:49:00
MSG09305,Bitcoin price shows strong resistance near 65k.,legit,none,WhatsApp,No,No,medium,,0.561,47,2024-05-26 18:32:00
MSG09306,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,high,,0.902,45,2024-02-21 12:58:00
MSG09307,Tips for long-term crypto investment.,legit,none,WhatsApp,No,No,medium,,-0.382,37,2024-03-21 17:22:00
MSG09308,Blockchain technology explained in simple terms.,legit,none,Twitter,No,No,high,,-0.229,48,2024-07-02 14:02:00
MSG09309,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,Telegram,No,No,medium,100.0,0.854,55,2024-12-09 23:48:00
MSG09310,Latest Bitcoin market update and trends.,legit,none,Discord,No,No,low,,-0.896,40,2024-01-11 18:13:00
MSG09311,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,low,,-0.602,48,2024-04-26 16:47:00
MSG09312,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,Discord,Yes,No,high,100.0,0.718,69,2024-05-18 04:25:00
MSG09313,How to secure your crypto wallet effectively.,legit,none,Email,No,No,high,,-0.081,45,2024-03-26 16:53:00
MSG09314,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,high,,0.036,48,2024-06-10 09:41:00
MSG09315,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,high,,-0.984,45,2024-07-17 08:23:00
MSG09316,Tips for long-term crypto investment.,legit,none,Telegram,No,No,low,,0.475,37,2024-03-31 16:38:00
MSG09317,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,Twitter,Yes,Yes,high,200.0,-0.703,69,2024-05-30 14:27:00
MSG09318,Bitcoin price shows strong resistance near 65k.,legit,none,Telegram,No,No,high,,0.635,47,2024-03-09 19:34:00
MSG09319,Bitcoin price shows strong resistance near 65k.,legit,none,Email,No,No,low,,-0.989,47,2024-10-29 04:14:00
MSG09320,Tips for long-term crypto investment.,legit,none,WhatsApp,No,No,high,,-0.395,37,2024-12-17 02:13:00
MSG09321,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,high,,-0.933,48,2024-11-14 15:36:00
MSG09322,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,Telegram,No,No,low,,0.207,43,2024-08-13 16:54:00
MSG09323,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,Discord,No,Yes,high,100.0,-0.721,43,2024-06-05 08:20:00
MSG09324,Urgent: Your wallet is compromised. Verify immediately.,scam,giveaway,Telegram,No,No,medium,200.0,0.551,55,2024-05-10 02:05:00
MSG09325,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,impersonation,WhatsApp,Yes,Yes,low,50.0,0.639,69,2024-11-29 18:05:00
MSG09326,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,ponzi,Email,Yes,Yes,medium,50.0,-0.834,69,2024-07-27 14:39:00
MSG09327,Latest Bitcoin market update and trends.,legit,none,Twitter,No,No,low,,-0.204,40,2024-11-13 16:10:00
MSG09328,Elon Musk BTC giveaway! Limited time offer.,scam,giveaway,Twitter,No,Yes,low,200.0,-0.675,43,2024-08-18 04:36:00
MSG09329,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,Email,No,No,medium,50.0,0.199,55,2024-11-19 06:01:00
MSG09330,Bitcoin price shows strong resistance near 65k.,legit,none,Telegram,No,No,high,,0.229,47,2024-03-15 04:22:00
MSG09331,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,medium,,0.647,45,2024-04-02 02:54:00
MSG09332,How to secure your crypto wallet effectively.,legit,none,Telegram,No,No,high,,0.972,45,2024-09-02 04:39:00
MSG09333,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,Email,No,Yes,low,50.0,-0.545,43,2024-07-31 10:05:00
MSG09334,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,medium,,-0.848,45,2024-03-29 13:19:00
MSG09335,Urgent: Your wallet is compromised. Verify immediately.,scam,giveaway,Telegram,No,Yes,medium,200.0,0.645,55,2024-09-02 17:43:00
MSG09336,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,Twitter,No,Yes,medium,,0.265,43,2024-04-20 04:19:00
MSG09337,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,impersonation,Email,Yes,No,low,,-0.944,69,2024-08-14 14:08:00
MSG09338,Tips for long-term crypto investment.,legit,none,Discord,No,No,high,,0.864,37,2024-05-25 13:55:00
MSG09339,How to secure your crypto wallet effectively.,legit,none,Twitter,No,No,medium,,0.209,45,2024-07-09 06:17:00
MSG09340,Elon Musk BTC giveaway! Limited time offer.,scam,ponzi,Twitter,No,Yes,low,200.0,0.33,43,2024-12-12 05:22:00
MSG09341,Invest now and double your Bitcoin in 24 hours.,scam,investment,Twitter,No,Yes,low,200.0,0.654,47,2024-11-04 21:06:00
MSG09342,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Email,Yes,No,high,200.0,0.842,69,2024-08-25 09:08:00
MSG09343,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,Email,No,Yes,high,50.0,0.839,43,2024-09-24 16:20:00
MSG09344,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,low,,-0.054,45,2024-11-27 06:41:00
MSG09345,Elon Musk BTC giveaway! Limited time offer.,scam,ponzi,Email,No,Yes,high,50.0,-0.336,43,2024-07-30 20:43:00
MSG09346,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,Telegram,No,No,medium,50.0,-0.918,43,2024-03-20 10:24:00
MSG09347,Latest Bitcoin market update and trends.,legit,none,WhatsApp,No,No,high,,-0.506,40,2024-04-25 22:47:00
MSG09348,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,low,,0.351,45,2024-05-05 20:59:00
MSG09349,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,high,,-0.267,48,2024-08-15 23:19:00
MSG09350,Bitcoin price shows strong resistance near 65k.,legit,none,WhatsApp,No,No,high,,-0.876,47,2024-09-02 17:32:00
MSG09351,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,impersonation,WhatsApp,No,No,high,50.0,0.775,43,2024-02-04 13:47:00
MSG09352,Bitcoin price shows strong resistance near 65k.,legit,none,Telegram,No,No,low,,-0.463,47,2024-05-26 04:44:00
MSG09353,Latest Bitcoin market update and trends.,legit,none,WhatsApp,No,No,high,,0.68,40,2024-01-21 08:22:00
MSG09354,How to secure your crypto wallet effectively.,legit,none,Twitter,No,No,medium,,0.763,45,2024-05-11 10:17:00
MSG09355,Tips for long-term crypto investment.,legit,none,Discord,No,No,medium,,-0.875,37,2024-09-03 17:34:00
MSG09356,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,WhatsApp,No,Yes,medium,,0.114,55,2024-02-06 23:40:00
MSG09357,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,Discord,No,No,medium,100.0,0.492,43,2024-02-09 04:58:00
MSG09358,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,WhatsApp,No,No,medium,50.0,0.273,43,2024-01-24 23:53:00
MSG09359,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,WhatsApp,No,No,low,200.0,-0.362,55,2024-07-01 02:19:00
MSG09360,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,impersonation,Twitter,No,No,high,,0.572,43,2024-03-27 21:02:00
MSG09361,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,Discord,No,No,high,200.0,0.595,43,2024-01-20 13:36:00
MSG09362,Tips for long-term crypto investment.,legit,none,Discord,No,No,medium,,-0.458,37,2024-09-08 20:48:00
MSG09363,Latest Bitcoin market update and trends.,legit,none,Discord,No,No,low,,0.611,40,2024-12-11 17:58:00
MSG09364,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,Discord,No,Yes,low,50.0,-0.612,43,2024-08-23 21:42:00
MSG09365,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,WhatsApp,No,No,medium,50.0,-0.989,43,2024-12-25 07:41:00
MSG09366,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Twitter,Yes,Yes,low,200.0,-0.507,69,2024-06-21 19:25:00
MSG09367,Elon Musk BTC giveaway! Limited time offer.,scam,ponzi,Twitter,No,No,medium,200.0,-0.129,43,2024-11-22 20:02:00
MSG09368,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,high,,-0.137,48,2024-02-02 06:46:00
MSG09369,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,Telegram,No,Yes,high,100.0,0.147,55,2024-05-17 00:23:00
MSG09370,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,Discord,No,No,high,200.0,-0.829,55,2024-02-01 18:47:00
MSG09371,Tips for long-term crypto investment.,legit,none,WhatsApp,No,No,high,,0.398,37,2024-04-20 18:40:00
MSG09372,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,Email,No,No,medium,200.0,0.776,43,2024-03-19 03:14:00
MSG09373,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,Discord,No,Yes,high,,-0.132,55,2024-01-19 05:31:00
MSG09374,Latest Bitcoin market update and trends.,legit,none,Telegram,No,No,medium,,-0.974,40,2024-03-05 03:19:00
MSG09375,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,impersonation,Discord,Yes,No,low,50.0,-0.503,69,2024-05-26 04:00:00
MSG09376,Urgent: Your wallet is compromised. Verify immediately.,scam,giveaway,Discord,No,No,high,50.0,-0.622,55,2024-10-08 06:06:00
MSG09377,Urgent: Your wallet is compromised. Verify immediately.,scam,investment,Email,No,Yes,low,200.0,-0.396,55,2024-07-18 01:34:00
MSG09378,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,investment,Telegram,Yes,Yes,medium,,-0.344,69,2024-03-20 14:21:00
MSG09379,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,Email,No,Yes,low,200.0,0.382,43,2024-07-02 17:10:00
MSG09380,Latest Bitcoin market update and trends.,legit,none,Discord,No,No,high,,-0.942,40,2024-01-12 22:53:00
MSG09381,How to secure your crypto wallet effectively.,legit,none,Email,No,No,medium,,0.712,45,2024-10-13 02:39:00
MSG09382,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,high,,0.444,45,2024-04-17 16:33:00
MSG09383,Invest now and double your Bitcoin in 24 hours.,scam,ponzi,WhatsApp,No,No,medium,,0.983,47,2024-12-21 11:50:00
MSG09384,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,Email,No,No,low,,-0.635,47,2024-03-23 09:36:00
MSG09385,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,WhatsApp,No,No,high,200.0,-0.986,47,2024-08-13 22:33:00
MSG09386,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,WhatsApp,Yes,No,low,50.0,-0.379,69,2024-10-26 19:26:00
MSG09387,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,high,,-0.306,48,2024-04-12 11:08:00
MSG09388,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,impersonation,Telegram,Yes,No,high,,-0.65,69,2024-03-20 12:48:00
MSG09389,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,Discord,No,Yes,high,100.0,-0.002,43,2024-10-07 00:08:00
MSG09390,Invest now and double your Bitcoin in 24 hours.,scam,investment,Twitter,No,No,high,,0.214,47,2024-01-16 22:17:00
MSG09391,Urgent: Your wallet is compromised. Verify immediately.,scam,impersonation,Telegram,No,Yes,high,,0.637,55,2024-04-07 14:34:00
MSG09392,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,ponzi,Twitter,No,No,medium,,-0.789,43,2024-03-20 13:05:00
MSG09393,Tips for long-term crypto investment.,legit,none,Twitter,No,No,medium,,0.044,37,2024-07-31 03:26:00
MSG09394,Tips for long-term crypto investment.,legit,none,Telegram,No,No,medium,,0.266,37,2024-05-02 15:00:00
MSG09395,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,Telegram,No,Yes,medium,100.0,-0.152,43,2024-12-05 10:25:00
MSG09396,Tips for long-term crypto investment.,legit,none,Telegram,No,No,high,,-0.325,37,2024-04-03 05:17:00
MSG09397,Tips for long-term crypto investment.,legit,none,Telegram,No,No,high,,0.91,37,2024-04-29 05:11:00
MSG09398,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,low,,-0.757,45,2024-02-17 16:53:00
